,sentence,source
2298,Increasing Transparency \n\nThrough a Multiverse Analysis.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2299,"Perspectives on Psychological Science, 11(5), 702\xe2\x80\x93712.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2300,"\n\nhttps://doi.org/10.1177/1745691616658637 \n\nStodden, V., Seiler, J., & Ma, Z.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2301,(2018).,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2302,An empirical analysis of journal policy effectiveness for \n\ncomputational reproducibility.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2303,"Proceedings of the National Academy of Sciences, 115(11), \n\nSunstein, Cass.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2304,(2019).,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2305,Conformity.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2306,NYU Press.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2307,"https://nyupress.org/9781479867837/conformity \n\nTackett, J. L., Brandes, C. M., & Reardon, K. W. (2019).",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2308,Leveraging the Open Science \n\nFramework in clinical psychological assessment research.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2309,"Psychological Assessment, \n\nTowse, J. N., Ellis, D. A., & Towse, A. S. (2021).",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2310,"Opening Pandora\xe2\x80\x99s Box: Peeking inside \n\nPsychology\xe2\x80\x99s data sharing practices, and seven recommendations for change.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2311,"Behavior \n\nResearch Methods, 53(4), 1455\xe2\x80\x931468.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2312,"https://doi.org/10.3758/s13428-020-01486-1 \n\nWeisman, K., & Markman, E. M. (2017).",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2313,Theory-based explanation as intervention.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2314,Psychonomic \n\n2584\xe2\x80\x932589.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2315,"\n\n31(12), 1386.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2316,"\n\n \n\n \n\n36 \n\n\x0cBulletin & Review, 24(5), 1555\xe2\x80\x931562.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2317,"https://doi.org/10.3758/s13423-016-1207-2 \n\nWicherts, J. M., Borsboom, D., Kats, J., & Molenaar, D. (2006).",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2318,The poor availability of \n\npsychological research data for reanalysis.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2319,"American Psychologist, 61(7), 726.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2320,"\n\nWingen, T., Berkessel, J.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2321,"B., & Dohle, S. (2022).",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2322,"Caution, Preprint!",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2323,Brief Explanations Allow \n\nNonscientists to Differentiate Between Preprints and Peer-Reviewed Journal Articles.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2324,"\n\nAdvances in Methods and Practices in Psychological Science, 5(1), 25152459211070560.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2325,"\n\nhttps://doi.org/10.1177/25152459211070559 \n\nZwaan, R. A., Etz, A., Lucas, R. E., & Donnellan, M. B.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2326,(2018).,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2327,Making replication mainstream.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2328,"\n\nBehavioral and Brain Sciences, 41.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2329,\n\n \n\n \n\n \n\n \n\n \n\n \n\n37 \n\n\x0cTable 1.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2330,The 4Rs: Values for a Broader Open Science.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2331,"\n\nDescription \nMeasurement of the same effect in a new sample of participants \n\nValue \nReplication \nReproducibility  Calculation of the same numerical measures from the original dataset \nReuse \nReach \n  \n\nUse of shared code, data, or materials for new research   \nBroadening global access to scientific products  \n\n \n\n \n\n \n\n38 \n\n\x0cTable 2.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2332,Open Science Practices of Selected Journals in Developmental Research.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2333,"\n\nDevelopmental Psychology* \n\nX \n\nX \n\n  \n\nAnnual Review of Developmental \nPsychology \n\nChild Development* \nChild Development Perspectives \nCurrent Directions in Psychological \nScience* \n\nDevelopmental Review* \n\nDevelopmental Science \n\nEducational Psychologist* \n\nEducational Psychology Review* \n\nHuman Development \n\nInfancy \n\nInfant Behavior and Development \n\nExceptional Children* \n\nX \n\nX \n\n \n\n \n \ns\ns\ne\nc\nc\na\nn\ne\np\no\nd\ne\ns\na\nb\n-\ne\ne\nF\n\n \n\n \ne\nl\nb\na\nl\ni\na\nv\na\n\n \ns\ne\ng\nd\na\nB\n\n \ne\nl\nb\na\nt\np\ne\nc\nc\na\n\n \ns\nt\nn\ni\nr\np\n-\ne\nr\nP\n\n \n\nX \nX \n\nX \n\nX \n\n \n\nX \n\nX \n\nX \n\n \n\n \n\nX \n\nX \n\n \n\nX \n\nX \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\nX \n\nX \n\nX \n\nX \nX \n\nX \n\nX \n\nX \n\nX \n\nX \n\nX \n\nX \n\nX \n\nX \n\nX \n\nX \n\nX \n\nX \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\nX \n\nX \n\nX \n\nX \n\nX \n\nX \n\n \n\n \ne\nc\nn\ne\ni\nc\ns\n \nn\ne\np\no\n\n \n\ng\nn\ni\nd\nr\na\ng\ne\nr\n \nt\nn\ne\nm\ne\nt\na\nt\nS\n\n \n \n\nn\no\ni\nt\np\ni\nr\nc\ns\ne\nd\n \ne\nl\np\nm\na\ns\n \nl\na\nr\nu\nt\nl\nu\nc\n-\no\ni\nc\no\nS\n\n \n2\ns\nt\nr\no\np\ne\nr\n \nd\ne\nr\ne\nt\ns\ni\ng\ne\nr\n \ns\nt\np\ne\nc\nc\nA\n\nX \n\nX \n\nX \nX \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\nX \n\nX \n\nX \n\nX \n\nX \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \ns\nn\no\ni\nt\na\nc\ni\nl\np\ne\nr\n \n\ng\nn\ni\nh\ns\ni\nl\nb\nu\np\n \ns\ne\ns\nr\no\nd\nn\nE\n\nX \n\nX \n\nX \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\nJ of Abnormal Psychology* \nJ of American Acad of Child and \nAdolescent Psychiatry* \n\nX \n\nJ of Child Psychology and Psychiatry \n\nJ of Cognition and Development  \n\nX \n\nX \n\nX \n\nX \n\nX \n\n \n\nData availability policy \n\nNone \nAuthors must state whether data, code, \nand materials are available, but \ninformation will not be used in review \nNone \n\nNone \nEncouraged to state data availbility, if \nunaccessible or unsuitable to post, you \ncan indicate why during the submission \nprocess \nMust state whether data and study \nmaterials are available and if so where to \naccess them - if not available, must state \nlegal or ethical reasons \nMust include a data availbility statement \nto confirm if data is available and if so \nwhere it can be accessed \nMust provide info about where the data \ncan be found & must deposit in \nrecognized repository \nEncourages authors where possible in \napplicable to deposit data that supports \nthe findings in a public repository \nMake the data for the study available for \nindependent review and provide access \nto procedures and code used in analysis \nStrongly encourage authors to make all \ndatasets available without unnecessary \nrestrictions, required to include \nstatement \nEncourage data sharing through NYU \nDatabrary, must include data availibility \nstatement and link to repository used \nEncourages data sharing when \nappropriate and state availability of data \nin submission \nMust state whether data and study \nmaterials are available and where to \naccess them - if not available, must state \nlegal or ethical reasons  \nDifferent requirements based on the type \nof study  \nEncourages authors to share the data and \nother artifacts supporting the results in \nan appropriate public repository  \nRequired to provide a data availability \nstatement detailing where associated \ndata can be found and how it can be \naccessed, if not available must state why \n\n \n\n39 \n\n\x0cPlease provide information about where \nthe data supporting the results or \nanalyses presented in the paper can be \nfound \n\n \nX \n\n \n \n\n \nX \nX \n\nJ of the Learning Sciences* \n\nX \n\n \n\nX \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\n \n\nX \n\nX \nX \n\nNone \nNone \n\nMonographs of the SRCD \nSRCD: Social Policy Report \n   \nNotes: X = Yes as of May 2022.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2334,Each of the journals included in this table mandates a conflict of \ndisclosure form.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2335,Each of the journals also requires an indication from authors whether data used \nin the study are available and whether there are any restrictions.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2336,No journal listed here requires \nthat data or analysis programs be made available as a condition of publication.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2337,* Journal \nidentified as top 10 in 2020 in Development and Educational Psychology.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2338,Additional Js in the \nfield of developmental science that accept registered reports include British J of Developmental \nPsychology; Developmental Cognitive Neuroscience; Infant and Child Development; J of Child \nPsychology; J of Child Language.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2339,\n\n  \n\n \n\n \n\n \n\n \n\n40 \n\n\x0cFigure 1 \n\nNumber of studies registered on the Open Science Framework since 2012 for each of three \n\nkeywords corresponding to epochs of child development.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2340,\n\n \n\n \n\n \n\n41 \n\n\x0cBOX 1: Examples of Pioneering Open Science Precedents \n\nReproducibility and Replicability.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2341,"An influential edited volume about the impact of \n\npoverty on children\xe2\x80\x99s development (Duncan & Brooks-Gunn, 1997) also modeled an early vision \n\nof reproducibility in developmental science.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2342,Authors were invited to contribute to a chapter of the \n\nvolume with the condition that each chapter would begin with reporting on estimates that adhered \n\nto a regression model that followed an agreed-upon set of covariates as independent variables and \n\nan agreed-upon dependent variable.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2343,This practice resulted in a volume that could speak to the \n\nreproducibility and robustness of findings across data sets.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2344,\n\nReuse.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2345,Developmental science as a field has long recognized the importance of sharing \n\ndatasets and technical tools that enable collaboration and reuse.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2346,"For example, the Child Language \n\nData Exchange System (CHILDES) has been a pioneer in making transcripts of speech to \n\nchildren freely available to the full research community (MacWhinney, 2000) since long before \n\n\xe2\x80\x9cbig data\xe2\x80\x9d or \xe2\x80\x9copen science\xe2\x80\x9d were buzzwords.",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2347,\n\nReach.,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2348,One important goal of research in language acquisition is to characterize the shared \n\nlearning mechanisms that \xe2\x80\x93 in combination with language specific environmental input \xe2\x80\x93 lead to \n\nthe acquisition of a child\xe2\x80\x99s native language(s).,Gennetian et al. - 2022 - Open Science in developmental science.pdf
2349,"Pursuing this goal requires research with global \n\nreach, as recognized by a set of pioneering studies of cross-linguistic language acquisition that \n\nsought to decrease the English-centric perspective of the psycholinguistics field (Slobin, 1985).",Gennetian et al. - 2022 - Open Science in developmental science.pdf
2350,\n\n \n\n \n\n \n\n42 \n\n\x0c',Gennetian et al. - 2022 - Open Science in developmental science.pdf
2351,"b'886300 ADHXXX10.1177/1523422319886300Advances in Developing Human ResourcesTurner and Baker\n\nresearch-article2020\n\nArticle\n\nAdvances in Developing Human\nResources\n2020, Vol.",1523422319886300.pdf
2352,22(1) 72 \xe2\x80\x9386\n\xc2\xa9 The Author(s) 2020\nArticle reuse guidelines:\nsagepub.com/journals-permissions \nDOI: 10.1177/1523422319886300\nhttps://doi.org/10.1177/1523422319886300\njournals.sagepub.com/home/adh\n\nCollaborative Research: \nTechniques for Conducting \nCollaborative Research  \nFrom the Science of Team \nScience (SciTS)\n\nJohn R. Turner1 and Rose Baker1\n\nAbstract\nThe Problem\nThe  field  of  human  resource  development  (HRD)  is  a  multidisciplinary  field  of \nresearch and practice requiring collaboration.,1523422319886300.pdf
2353,"Unfortunately, the literature on how to \nconduct collaborative research is incomplete within HRD and other disciplines.",1523422319886300.pdf
2354,"Any \nbreakdown in the communication, exchange of ideas, agreed-upon methodologies, \nor  shared  credit  for  dissemination  has  the  potential  of  preventing  research  from \nmoving  forward.",1523422319886300.pdf
2355,Promotion  and  tenure  policies  also  hamper  collaborative  efforts \nin that these policies often reward individual initiative as opposed to collaborative \noutcomes.,1523422319886300.pdf
2356,These behavioral patterns provide constraints to the improvement and \nbetterment of efforts to changing of the guard.\nThe Solution\nThis  article  highlights  new  and  improved  methods  for  working  in  collaborative \nenvironments.,1523422319886300.pdf
2357,"During an academic\xe2\x80\x99s transition and professional development, these \nmethods will help emerging scholars, new to collaborative research, when facing the \nteam science revolution.\nThe Stakeholders\nScholars and scholar-practitioners engaged in collaborative research.",1523422319886300.pdf
2358,Emerging scholars \nwho are beginning their journey into collaborative research.,1523422319886300.pdf
2359,"Graduate students preparing \nfor a career in academia.\n\nKeywords\ncollaboration, multidisciplinary, team science\n\n1University of North Texas, Denton, TX, USA\n\nCorresponding Author:\nJohn R. Turner, University of North Texas, 3940 North Elm Street, G150, Denton, TX 76207, USA.",1523422319886300.pdf
2360,"\nEmail: john.turner@unt.edu\n\n\x0cTurner and Baker \n\n73\n\nScientific research today has become more of a collaborative process to the point that \nit is viewed as a \xe2\x80\x9cteam science revolution\xe2\x80\x9d (Bozeman & Youtie, 2017, p. 2).",1523422319886300.pdf
2361,"Others \nhave termed this revolution a new collaboration cosmopolitanism (Bozeman & Youtie, \n2017) to represent the fact that research is not only conducted by academics.",1523422319886300.pdf
2362,It also \ninvolves practitioners from industry and stakeholders from the community.,1523422319886300.pdf
2363,"Scientific \ncollaboration provides the benefits of promoting synergy across disciplines, holds the \npotential of solving larger and more complex problems, and potentially increases the \nimpact of research outcomes due to its nature of being multidisciplinary (DeHart, \n2017).",1523422319886300.pdf
2364,"Here, scientific collaboration is defined as \xe2\x80\x9ca form of interaction among pro-\nducers of knowledge, allowing effective communication and exchange; sharing of \nskills,  competencies  and  resources;  working,  generating  and  reporting  findings \ntogether\xe2\x80\x9d (Ynalvez & Shrum, 2011, p. 205).",1523422319886300.pdf
2365,"Unfortunately, if any of these processes \nbreak down during the research effort (e.g., communication, sharing of skills), the \nscientific collaborative process could be hampered, or worse, could produce invalid \noutcomes.\n\nThe field of human resource development (HRD) is a multidisciplinary field of \nresearch  and  practice.",1523422319886300.pdf
2366,"Unfortunately,  literature  on  how  to  conduct  collaborative \nresearch is lacking within HRD.",1523422319886300.pdf
2367,Conducting multidisciplinary research is challeng-\ning.,1523422319886300.pdf
2368,"Each discipline adheres to its unique definitions, theories, processes, procedures, \nand  methodologies.",1523422319886300.pdf
2369,Reconciling  any  conflict  or  disagreement  between  disciplines \nmust be performed by the researchers during the initial stages of the study.,1523422319886300.pdf
2370,"Breakdowns \nin communication, exchange of ideas, agreed upon methodologies, and shared credit \nfor  dissemination  also  have  the  potential  of  preventing  the  research  from  moving \nforward.\n\nAcceptance of multidisciplinary research efforts still has its barriers in that promo-\ntion and tenure requirements within traditional academic institutions continue to favor \nindependent  research  over  collaborative  studies  (Zucker,  2012).",1523422319886300.pdf
2371,Multidisciplinary \nresearch presents a shift in traditional academic practices.,1523422319886300.pdf
2372,"Collaboration trumps indi-\nvidual achievement: \xe2\x80\x9cthe scientific community realizes that to truly understand com-\nplex phenomena, we must transcend disciplinary boundaries\xe2\x80\x9d (Fiore, 2008, p. 258).",1523422319886300.pdf
2373,"To \nsucceed  in  the  future,  researchers  will  need  to  transition  efforts  from  individual \nachievements for promotion and tenure to the new emerging culture of collaboration.",1523422319886300.pdf
2374,"\nThis transition can be difficult to achieve, both for the individual researcher and for \nadministrators.",1523422319886300.pdf
2375,Scholars and scholar-practitioners are beginning to realize the need to \nembrace multidisciplinary research.,1523422319886300.pdf
2376,"New requirements from grant funding agencies \nand  the  complexity  involved  in  today\xe2\x80\x99s  research  require  \xe2\x80\x9cboth  broad  and  in\xe2\x80\x93depth \nexpertise\xe2\x80\x9d (Zucker, 2012, p. 780).\n\nPreparing the field of HRD for this new team science revolution is essential in pro-\nviding scholars and scholar-practitioners with the necessary resources to aid them in \nthis collaborative transition, which is innate to changing of the guard.",1523422319886300.pdf
2377,This change will \nbe essential for the discipline moving forward in today\xe2\x80\x99s increasingly complex land-\nscape.,1523422319886300.pdf
2378,Complexity  requires  multiple  agents  (multidisciplinary)  coming  together  to \nresolve a complex problem that individual agents (interdisciplinary) could not accom-\nplish  on  their  own.,1523422319886300.pdf
2379,"The  advantage  of  these  collaborative  methods,  when  practiced \n\n\x0c74 \n\nAdvances in Developing Human Resources 22(1)\n\ncorrectly, is that their results produce unexpected and astonishing outcomes\xe2\x80\x94known \nas the concept of emergence from complexity science.",1523422319886300.pdf
2380,Emergent outcomes result from \ncollaborative practices by autonomous agents that are self-organizing and free of con-\nstraints\xe2\x80\x94the essence of changing of the guard.,1523422319886300.pdf
2381,"The current article focuses on the col-\nlaborative aspects that can lead to, or emerge into, successful outcomes when changing \nof the guard becomes essential.\n\nThe remainder of this article is organized by highlighting the burgeoning trends in \ncollaborative research, primarily multiauthored research by disparate researchers.",1523422319886300.pdf
2382,"This \narticle will also differentiate between the divergent types of cross-disciplinary collabo-\nration research models (unidisciplinary, multidisciplinary, interdisciplinary, transdisci-\nplinary).",1523422319886300.pdf
2383,Teamwork and taskwork will be placed in context as collaborative research \ndemands effective teamwork skills and the coordination and management of taskwork.,1523422319886300.pdf
2384,\nTechniques  on  how  to  manage  this  teamwork  along  with  evaluation  techniques  for \ncollaborative  research  proficiency  and  accomplishment  will  be  covered.,1523422319886300.pdf
2385,"Also  pro-\nvided will be recommendations for necessary changes to existing policies, funding, \nauthor contributions, and promotion and tenure guidelines.",1523422319886300.pdf
2386,"These recommendations \nshould help support scholars and scholar-practitioners in HRD as they begin to navi-\ngate this new collaboration cosmopolitanism.\n\nCollaborative Research\nAs researchers and practitioners are called upon to address increasing levels of com-\nplexity  in  their  daily  practices,  collaborations  will  be  necessary  rather  than  being \noptional.",1523422319886300.pdf
2387,"Addressing complex problems requires identifying relevant causal modali-\nties from multiple levels of analysis, requiring consideration of multiple environmen-\ntal  dimensions.",1523422319886300.pdf
2388,"For  example,  social  ecology  considers  four  environmental  scales: \nnatural, built, sociocultural, and virtual environments (Stokols, 2018).",1523422319886300.pdf
2389,"Natural envi-\nronments  involve  nature,  animals,  and  plants;  built  involves  physical  environments \ndesigned and constructed by humans; sociocultural environments involve organiza-\ntional  and  institutional  entities;  and  virtual  environments  involve  computing  and \nmobile technologies, the internet, and virtual reality (Stokols, 2018).",1523422319886300.pdf
2390,"In considering \nmultiple environments to identify relevant causal mechanisms, collaborative research \nteams are essential.",1523422319886300.pdf
2391,"The expertise of these multidisciplinary teams must also be diverse \nenough to provide the requisite knowledge, skills, and experiences required to narrow \ndown the causal mechanisms from each environmental scale to only a few that may be \nrelevant to the phenomenon being researched.",1523422319886300.pdf
2392,"As problems become more complex, \ncollaborative endeavors require multiple research partners (e.g., academics, lay people \nor community members, politicians, practitioners).\n\nThe Multi-ness of Cross-Disciplinary Research\nIn most disciplines, multiple-authorship research articles have been increasing (Huang, \n2015; Katz & Martin, 1997) and the number of single-authored research articles have \nbeen decreasing (Huang, 2015).",1523422319886300.pdf
2393,"Earlier appraisals of authorship in the basic sciences \n\n\x0cTurner and Baker \n\n75\n\n(chemistry,  mathematics,  physics)  showed  a  decline  in  single-author  papers  and  an \nincrease  in  two-author  papers.",1523422319886300.pdf
2394,"Following  this  trend  over  time,  the  number  of  two-\nauthor  papers  began  to  decline  and  the  number  of  three-author  papers  began  to \nincrease.",1523422319886300.pdf
2395,"Currently, this trend has continued in each of the basic sciences in which \nfour- and five-author papers are becoming the norm, above and beyond single-, two-, \nand three-author papers (Huang, 2015).",1523422319886300.pdf
2396,"Research of authorship has concluded that the \nincrease in the number of co-authors is \xe2\x80\x9congoing and follows an exponential growth\xe2\x80\x9d \n(Huang, 2015, p. 2146) and can be attributed to \xe2\x80\x9cthe explosion of knowledge in vari-\nous fields\xe2\x80\x9d (Stokols, 2018, p. 330).",1523422319886300.pdf
2397,These basic science findings are similar to what \nhas been found in other disciplines.,1523422319886300.pdf
2398,"For example, in coronary heart disease (CHD) \nresearch, the number of multiauthored papers have increased \xe2\x80\x9cfrom 4.2 in 1981 to 6.4 \nin 2010\xe2\x80\x9d (Yu et al., 2013, p. 632), placing the average number of multiauthors per \npaper for this field around six.",1523422319886300.pdf
2399,"Also, in CHD research, it has been common to find that \nnot only has the number of multiauthored research papers increased, but it also has \nbeen documented that the number of multi-institutional collaboration efforts have also \nincreased, from 23% in 1981 to 56% in 2010 (Yu et al., 2013).",1523422319886300.pdf
2400,"In addition, the number \nof multinational (global) collaboration efforts have also increased, from 2% in 1981 to \n19% in 2010 (Yu et al., 2013).\n\nSimilar trends have been realized within the HRD academic journals (see Figure 1).",1523422319886300.pdf
2401,"\nThe number of authors per published research article (not including editorials, reviews, \nreaction  articles,  etc.)",1523422319886300.pdf
2402,were  coded  for  each  of  the  four  HRD  journals  as  shown  in \nFigure  1.,1523422319886300.pdf
2403,"The  number  of  single-authored  research  papers  for  Human  Resource \nDevelopment Quarterly (HRDQ) decreased from 87 articles between 1990 and 1999 \nto 57 between 2000 and 2009, and down again to 25 between 2010 and 2018.",1523422319886300.pdf
2404,This \njournal  increased  the  number  of  articles  with  more  than  three  authors  substantially \nafter 2000 and first published articles with six and eight authors within the time frame \nof  2010  to  2018.,1523422319886300.pdf
2405,Human  Resource  Development  Review  (HRDR)  showed  similar \ntrends  with  a  total  of  73  single-authored  articles  between  2002  and  2009  with  a \ndecrease to 51 single-authored articles from 2010 to 2018.,1523422319886300.pdf
2406,"This journal, HRDR, had \npublished  articles  with  one  to  five  authors  during  the  period  of  2002  to  2009  and \nexpanded to include articles with six and seven authors from 2010 to 2018.",1523422319886300.pdf
2407,Human \nResource Development International (HRDI) decreased single-authored articles from \n122 between 1998 and 2009 to 68 between 2010 and 2018.,1523422319886300.pdf
2408,Authorship in the time \nframe between 1998 and 2009 included articles with one through five authors and one \narticle with eight authors.,1523422319886300.pdf
2409,"Between 2010 and 2018, more articles were published with \nmultiple authors with a range between one and nine authors with one article having 11 \nauthors.",1523422319886300.pdf
2410,"As a special issue journal and one that promotes collaboration, Advances in \nDeveloping  Human  Resources  (ADHR)  showed  similar  trends.",1523422319886300.pdf
2411,Single  authorship \nreduced from 192 published articles between 1999 and 2008 to 119 published articles \nbetween 2009 and 2018.,1523422319886300.pdf
2412,"Both time frames represented multiple-authored articles with \nas  many  as  six  authors,  and  one  article  included  nine  authors  in  the  earlier  period \nbetween 1999 and 2008.",1523422319886300.pdf
2413,The trends for each of the four journals highlight the point \nthat single-authored research is becoming less common and that the trend of multiple-\nauthored research has impacted the field of HRD and is expected to continue to grow.\n\n\x0c76 \n\nAdvances in Developing Human Resources 22(1)\n\nFigure 1.,1523422319886300.pdf
2414,Authorship trends in HRD journals.\nNote.,1523422319886300.pdf
2415,"HRD = human resource development; HRDQ = Human Resource Development Quarterly;  \nHRDI = Human Resource Development International; HRDR = Human Resource Development Review; \nADHR = Advances in Developing Human Resources.\n\nThis increasing trend in multiauthor, multi-institutional, and multinational research \ncollaborations has been found in other disciplines (Rahman et al., 2017; Yu et al., \n2013).",1523422319886300.pdf
2416,This increasing trend is beginning to raise some concerns as well.,1523422319886300.pdf
2417,"For exam-\nple,  as  the  number  of  multiauthor  research  studies  increase,  researchers  should  be \ntrained on how to collaborate more effectively, especially when working across other \n\n\x0cTurner and Baker \n\n77\n\ndisciplines, across different institutions, and across various countries and language \nbarriers.",1523422319886300.pdf
2418,"This increasing trend falls under the umbrella of cross-disciplinary research \nin which a shift in traditional academic practices involving collaboration trumps indi-\nvidual achievement, creating a culture of collaboration, a collaboration cosmoplitan-\nism, or a team science revolution (Bozeman & Youtie, 2017).\n\nCross-Disciplinary Collaboration\nWhen dealing with cross-disciplinary research, multiple agents from differing disci-\nplines  are  involved  in  exchanging  multiple  perspectives,  philosophies,  and  theories \naimed toward the phenomenon and research problem.",1523422319886300.pdf
2419,"Some of the benefits of conduct-\ning cross-disciplinary collaboration research follow:\n\n\xe2\x80\xa2\xe2\x80\xa2 Complex modern problems such as climate change and resource security are \n\nnot amenable to single-discipline investigation.\n\n\xe2\x80\xa2\xe2\x80\xa2 Discoveries are said to be more likely on the boundaries between fields.\n\xe2\x80\xa2\xe2\x80\xa2 These encounters with others benefit single disciplines, extending their hori-\n\nzons (Rylance, 2015, p. 313).\n\nHowever,  even  with  the  numerous  benefits,  cross-disciplinary  research  comes \nwith many challenges as well.",1523422319886300.pdf
2420,"Addressing these challenges and issues when conduct-\ning cross-disciplinary research is the focus of the field of the Science of Team Science \n(SciTS; Falk-Krzesinski et al., 2010).",1523422319886300.pdf
2421,"Building upon knowledge gained from the field \nof  Team  Science  (TSci),  SciTS  has  concentrated  efforts  primarily  on  conducting \ncross-disciplinary research.",1523422319886300.pdf
2422,"The field of SciTS is \xe2\x80\x9cconcerned with understanding and \nmanaging  circumstances  that  facilitate  or  hinder  the  effectiveness  of  collaborative \ncross-disciplinary  science,  and  the  evaluation  of  collaborative  science  outcomes\xe2\x80\x9d \n(Falk-Krzesinski  et  al.,  2010,  p.  263).",1523422319886300.pdf
2423,"TSci  views  cross-disciplinary  research  as  a \n\xe2\x80\x9cprocess of teamwork to be mastered\xe2\x80\x9d (Fiore, 2008, p. 256).\n\nDepending on the level of complexity in a research problem, there are generally \nfour different types of cross-disciplinary collaboration research models (i.e., uni-\ndisciplinary, multidisciplinary, interdisciplinary, transdisciplinary).",1523422319886300.pdf
2424,Unidisciplinary \nincludes  research  that  is  conducted  within  a  single  discipline.,1523422319886300.pdf
2425,"Multidisciplinary \nincludes  research  that  involves  contributions  from  multiple  disciplines  (DeHart, \n2017), defined as the \xe2\x80\x9ccoordinated efforts of some set of disciplines designed \nto  achieve  some  common  goal  or  goals\xe2\x80\x9d  (Fiore,  2008,  p.  254).",1523422319886300.pdf
2426,"Interdisciplinary \ninvolves integrative contributions from multiple disciplines; this integration is nec-\nessary as no single discipline can address the issue alone (DeHart, 2017).",1523422319886300.pdf
2427,"The out-\ncome of interdisciplinary research often involves new ways of understanding, new \nlexicon to describe an emerging phenomena, and new techniques in developing new \ntheories (Fiore, 2008).\n\nTransdisciplinary research, in contrast, involves multiple disciplines bringing novel \ncontributions to a study (DeHart, 2017).",1523422319886300.pdf
2428,One example of transdisciplinary is when a \nnew method needs to be developed to address a problem because existing methods are \n\n\x0c78 \n\nAdvances in Developing Human Resources 22(1)\n\nnot adequate for the stated problem.,1523422319886300.pdf
2429,"Transdisciplinary also involves, at times, stake-\nholders and community members as part of the research effort (DeHart, 2017).\n\nThe following sections identify what teamwork and taskwork entail along with an \nintroduction of the critical components that a researcher should concentrate on when \nworking in a team setting.",1523422319886300.pdf
2430,"Then, team contracts are discussed along with collaborative \nresearch agreements that need to be decided in advance of beginning research.",1523422319886300.pdf
2431,"Last, an \nintroduction of contextual factors for conducting cross-disciplinary collaborations is \npresented.\n\nTeamwork and Taskwork\nFor teams, processes are divided into two types, teamwork and taskwork.",1523422319886300.pdf
